msg,timestamp,event_type,symbol,side,entry_price,dca_price,take_profits,stop_loss,portion_pct,leverage,r_multiple,roi_pct,price_ref,risk_note,rationale,indicators_mentioned,market_context,quote,confidence,link
671,2026-07-04 23:07:23,plan,ZECUSDT,short,,,,,,,0.5,,,"if he doesn't update, take a small TP or move SL to entry at 0.5R",fallback management if he cannot post an update: bank a small profit or move the stop to entry once the trade is 0.5R in profit,,,"TP will be updated once we start moving, if I don't update, take a small TP or just move SL to entry at 0.5R",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1523057662940414053
672,2026-07-05 02:20:44,sl_move,ZECUSDT,short,468.7,,,468.7,,75,,,,,stop moved to entry; the card gives his fill as 468.70 (the call said 469),,,Move SL to entry,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1523106318733541466
672,2026-07-05 02:20:44,tp_set,ZECUSDT,short,468.7,,453.23,,,75,,95.89,462.71,,sets the ZEC target at 453.23; card shows the 75x short from 468.70 at 462.71 (+95.89%),,,setting TP @ 453.23,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1523106318733541466
672,2026-07-05 02:20:44,partial_close,ZECUSDT,short,,,,,10,,,,,take 10% to cover fees in case it stops at break even,optional 10% off here so fees are covered if the trade ends up stopping at break even,,,Can take 10% to get your fee in case it stops BE,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1523106318733541466
673,2026-07-05 05:23:45,recap,,,,,,,,,,,,,"back-to-back wins on XRP, TAO and ZEC",,,"Some good back to back wins on

XRP, TAO, ZEC",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1523152379120193729
673,2026-07-05 05:23:45,tp_hit,ZECUSDT,short,468.7,,453.23,,100,75,,250.72,453.04,,the 453.23 target filled; card shows the 75x short from 468.70 closed at 453.04 (+250.72%),,,ZEC TP hit,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1523152379120193729
674,2026-07-05 06:38:05,close,JUPUSDT,short,0.238,,,,100,50,,44.25,0.2358,,closes the JUP short manually because it is going nowhere; card shows the 50x short from 0.2380 at 0.2358 (+44.25%),,,"Closed this short, not going anywhere",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1523171084533497857
675,2026-07-05 12:51:48,update,ETHUSDT,short,1759.84,,,,,150,,55.25,1753.36,,"the ETH short is back in profit, which is why he told people not to take the stop; they can safely close here while he keeps holding; card shows the 150x short from 1,759.84 at 1,753.36 (+55.25%)",,,"Back in profits that's why I asked not to take SL yet, you can safely close now.

Personally I'll hold",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1523265131314810913
676,2026-07-05 13:17:01,call,HYPEUSDT,long,68.8,,,65.11,,,,,,,"longs HYPE at market, no target given yet",,,"Long HYPE

Entry: 68.8 CMP

SL: 65.11",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1523271479561814016
677,2026-07-05 13:17:20,chat,HYPEUSDT,,,,,,,,,,,,a win on the HYPE long would make five in a row,,,"If we win this it's 5 wins in a row, we chill then",medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1523271556623499266
678,2026-07-05 13:27:37,education,HYPEUSDT,,,,,,,,,,,"use the weekend size, don't go too heavy",reminds people to size down for a weekend trade,,weekend,"Just use the weekend size, don't go too heavy, good luck!",medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1523274144664522873
679,2026-07-05 16:12:28,tp_set,HYPEUSDT,long,,,70.8,,,,,,,,first target for the HYPE long set at 70.8,,,HYPE TP @ 70.8,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1523315632517546134
680,2026-07-06 00:34:37,recap,,,,,,,,,,,,,"weekend hot streak - counts JUP, XRP, TAO, ZEC and now HYPE as consecutive wins (JUP was actually closed manually for a small gain, not a TP)",,weekend,"JUP, XRP. TAO, ZEC and now HYPE!",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1523442001591140454
680,2026-07-06 00:34:37,tp_hit,HYPEUSDT,long,68.787,,70.8,,100,75,,219.04,70.796,,the 70.8 target filled; card shows the 75x long from 68.787 closed at 70.796 (+219.04%),,weekend,"HYPE TP done, hot streak on a weekend.",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1523442001591140454
681,2026-07-06 00:36:12,view,HYPEUSDT,long,,,,,,,,,60,,has been buying HYPE heavily since 60 and telling the group to buy SOL and HYPE; thinks HYPE makes a new all-time high this month,ATH,,"As you know I have been buying HYPE heavy since 60 and been telling you to buy SOL & HYPE

Think we see ATH on HYPE this month too!",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1523442402705145907
681,2026-07-06 00:36:12,dca,HYPEUSDT,long,,52,,,,,,,,,"plans to add more spot HYPE at 52-53 (recorded as written; the level sits well under the ~70 price and his 'buying since 60' comment, so 62-63 may have been intended)",,,I'll add more at 52-53!,medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1523442402705145907
682,2026-07-06 12:18:25,call,OPUSDT,short,0.1068,,,0.1123,,,,,,,"shorts OP at market, no target given",,,"Short OP

Entry: 0.1068 CMP

SL: 0.1123",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1523619119293796442
683,2026-07-06 12:34:58,call,MEUSDT,long,0.0644,,,0.0493,,,,,,,swing long on ME that can take a week or two to play out,,,"Long ME (swing)

Entry: 0.0644 CMP

SL: 0.0493

Can take a week or 2",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1523623284816613437
684,2026-07-06 16:10:45,tp_hit,OPUSDT,short,0.1067,,,,100,75,0.5,231.95,0.1034,,OP reached target while he was asleep so he could not update in time; still worth about 0.5R+; card shows the 75x short from 0.1067 closed at 0.1034 (+231.95%) - no TP level was ever published,,,"TP hit on OP, I slept couldn't update timely but still around 0.5+ R",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1523677589452095658
685,2026-07-06 16:12:02,update,ETHUSDT,short,1759.84,,,,,150,,195.5,1736.9,,"re-posts the ETH short to show it is now well in profit and still open - 150x from 1,759.84 at 1,736.90 (+195.5%)",,,Oh by the way,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1523677909842268388
686,2026-07-06 16:31:45,recap,,,,,,,,,,,,,"start to July: exchange statistics panel shows 11 closed orders, 11 winners, 100% win rate on 5,163.94 volume for the past week",,,"What a start to July, 100% WR past week.",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1523682871821340743
687,2026-07-06 16:32:15,education,,,,,,,,,,,,I risk only 3-5% per trade,points out the run comes with only 3-5% risk per trade; the attached chart shows account PnL +30.92% from 07-02 to 07-06 against BTC +3.33%,,,This is where I risk only 3-5% per trade,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1523682998124417115
688,2026-07-06 17:25:28,call,XLMUSDT,short,0.1993,,0.19276,0.20923,,,,,,flagged as risky,"shorts XLM at market with a tight target, labelling the setup risky",,,"Short XLM (risky)

Entry: 0.1993 CMP

TP: 0.19276

SL: 0.20923",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1523696391229149324
689,2026-07-07 01:40:58,view,BTCUSDT,,,,,,,,,,64000,,"claims his Sunday roadmap played out exactly - 64k, a Monday dump to 60-61k, then back to 64-65k; screenshot of the original forecast attached",,,"It can't get any more accurate than this

Mentioned on Sunday, we go 64k -> dump to 60-61k on Monday -> back to 64-65k",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1523821087757041878
690,2026-07-07 01:41:43,view,BTCUSDT,,,,,,,,,,65000,,explains he is not shorting because he is confident BTC pumps to around 65k; the attached screenshot shows he said he would only short if price reached 63.5-64k,,,Someone asked me earlier why am I not shorting and I said I'm confident BTC will pump around 65k,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1523821274499911942
691,2026-07-07 01:42:19,update,XLMUSDT,short,,,,,,,,,,he had marked the XLM short risky because he expects a pump,the pump he expects is exactly why he called the XLM short risky; he is still in it and going for an eighth straight win,,expects BTC to pump toward 65k,"Hence this is the reason I mentioned XLM short is risky due to expecting a pump, anyhow still in it

Let's see if we get our 8th win in a row",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1523821429089374350
692,2026-07-07 14:33:11,tp_hit,XLMUSDT,short,0.19789,,0.19276,,100,75,,188.93,0.19291,,XLM target filled and the win streak continues; card shows the 75x short from 0.19789 closed at 0.19291 (+188.93%),,,"And the streak continues, XLM TP hit",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1524015421693628467
693,2026-07-08 17:39:26,chat,,,,,,,,,,,,,rallies the group for a tenth win in the streak,,,Who's ready to make it to the 10th streak?,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1524424681145237654
694,2026-07-08 17:42:46,call,AVAXUSDT,short,6.42,6.46,6.22,6.752,,,,,,,shorts AVAX at 6.42 CMP or with a limit higher at 6.46 (recorded in dca_price as the alternative fill level),,,"Short AVAX

Entry: 6.42 CMP or limit @ 6.46

TP: 6.22

SL: 6.752",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1524425519163244695
695,2026-07-09 11:05:57,stopped_out,AVAXUSDT,short,,,,,,,,,,,"stopped out and apologises - the first stop-loss of the month, ending the win streak; he does not name the trade, but the AVAX short from msg 694 (SL 6.752) is the one that was running",,,"Unfortunately we got stopped, first SL of the month, sorry.",medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1524688045566328933
696,2026-07-09 16:52:33,call,SOLUSDT,long,77.9,,,73,,,,,,,longs SOL at market; target to be posted once it starts moving,,,"Long SOL

Entry: 77.9 CMP

SL: 73

Will update TP once we start moving",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1524775271461552238
697,2026-07-09 23:35:37,call,BTCUSDT,long,63200,62570,"64000, 64200",61700,,,,,,target is small; you can enter at the DCA or 62.8k instead,small-target BTC long at 63.2k CMP with a DCA at 62570; entering at the DCA or at 62.8k is also fine,,,"Trying  a BTC long if anyone wants to join

Entry: 63.2k CMP
DCA: 62570

TP: 64k-64.2k

SL: 61700

Target is small, you can enter at DCA or 62.8k if you want",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1524876706572402719
698,2026-07-10 05:53:30,tp_hit,BTCUSDT,long,63229.9,,"64000, 64200",,100,150,,182.32,63998.4,,"the 64k target was reached and the long taken off; card shows the 150x long from 63,229.9 at 63,998.4 (+182.32%)",,,BTC TP hit,high,https://discord.com/channels/1042855255089623100/1501271173588193290/1524971803544649870
699,2026-07-10 21:10:51,call,GENIUSUSDT,long,0.359,,,0.2864,,,,,0.364,if you like scalps skip this or just buy it in spot,long-term swing long on GENIUS - his own entry is 0.359 with CMP at 0.364; no target given,,,"Long GENIUS (Swing)

Entry: 0.359 (my entry) or 0.364 CMP

SL: 0.2864

Long term trade, if you like scalps skip this or just buy in spot",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1525202663044808884
700,2026-07-10 21:17:56,education,GENIUSUSDT,,,,,,,,,,,"shitcoins so don't go too heavy, 2% at max",caps size on the GENIUS-type shitcoin swing at 2%,,,Shitcoins so don't go too heavy 2% at max,medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1525204445791523048
701,2026-07-11 23:34:03,view,BTCUSDT,,,,,,,,,,,not forcing any trades,"after the early-month win streak he is not forcing trades; expects a pump to 65.5-66k+ over the weekend and coming week but is waiting for a pullback before longing (symbol not named, BTC inferred from the price levels)",,weekend and coming week,"We had a nice win streak at the start of the month so not forcing any trades.

Expecting a pump to 65.5-66k+ at weekend and coming week but waiting for a pullback to get some longs.",medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1525601088634617856
702,2026-07-13 06:33:40,call,BTCUSDT,long,62800,,"64000, 64600",61500,,,,,,,"new BTC long setup, no reason given",,,"Long BTC 

Entry: 62800

TP: 64000-64600

SL: 61500",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1526069076533968946
703,2026-07-13 06:33:45,entry,BTCUSDT,long,62800,,,,,,,,62800,,one-word follow-up to the call clarifying the 62800 entry is at current market price,,,CMP,medium,https://discord.com/channels/1042855255089623100/1501271173588193290/1526069098059010068
704,2026-07-14 03:27:55,call,EIGENUSDT,long,0.241,,0.266,0.22,,,,,0.241,,"new EIGEN long at current market price, no reason given",,,"Long EIGEN

Entry: 0.241 CMP 

TP: 0.266

SL: 0.22",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1526384718436765776
705,2026-07-14 03:29:19,view,,,,,,,,,,,,go half than usual on trades until things settle,"market is very news-driven with war headlines, so halve normal size until it settles; expects Trump to say something bullish on Thursday",news,"news-oriented market, war news, Trump speaks Thursday","Market's very news oriented rn, war news here and there so go half than usual on trades until things settle.

Also Trump speaks on Thursday probably says something bullish",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1526385069114003759
706,2026-07-14 05:06:45,plan,TRIAUSDT,long,,,,0.0067,,,,,,,"not calling it officially because two shitcoin positions are already running, but flags TRIA as a CMP long with 0.0067 as the stop; no entry price given",,,"Already 2 shitcoins running so not giving now, but keep eye on the coin TRIA

Can use 0.0067 as SL and CMP long",high,https://discord.com/channels/1042855255089623100/1501271173588193290/1526409587589120102
